"progressive.vote","girls","child","republican","age","casename","name","area","circuit","year"
0,2,2,1,50,"Flannery v. TWA","Loken, James B.","employment","8",1998
1,2,2,0,44,"Kramer v. Logan County Sch. Dist. No. R-1","Arnold, Richard S.","employment","8",1998
1,0,3,1,51,"Phillips v. Taco Bell Corp.","Wollman, Roger L.","employment","8",1998
1,2,2,0,59,"Newton v. Cadwell Lab.","McMillian, Theodore","employment","8",1998
0,2,2,1,50,"Norton v. AMISUB St. Joseph Hosp.","Loken, James B.","employment","8",1998
1,NA,NA,0,55,"Nichols v. Am. Nat'l Ins. Co.","Gibson, Floyd","employment","8",1998
0,0,5,1,57,"Kindred v. Northome/Indus. Sch. Dist. No. 363","Beam, Clarence A.","employment","8",1998
0,0,5,1,57,"Lee v. Minn.","Beam, Clarence A.","employment","8",1998
1,1,2,0,48,"Bergstrom-Ek v. Best Oil Co.","Heaney, Gerald","employment","8",1998
0,0,3,1,51,"Shempert v. Harwick Chem. Corp.","Wollman, Roger L.","employment","8",1998
1,2,3,1,59,"Treanor v. MCI Telecomms. Corp.","Noonan, John T.","employment","8",1998
1,2,3,1,50,"Rorie v. UPS","Bowman, Pasco M.","employment","8",1998
0,2,2,0,59,"Stewart v. Professional Computer Ctrs.","McMillian, Theodore","employment","8",1998
0,3,4,1,64,"Hupp v. United States Dep't of the Army","Gibson, John R.","employment","8",1998
1,0,0,1,51,"Berry v. Oswalt","Arnold, Morris S.","employment","8",1998
0,2,2,1,50,"Bosley v. Kearney R-1 Sch. Dist.","Loken, James B.","employment","8",1998
0,2,2,0,59,"Lyoch v. Anheuser-Busch Cos.","McMillian, Theodore","employment","8",1998
0,2,2,1,50,"Todd v. Ortho Biotech","Loken, James B.","employment","8",1998
1,3,3,1,58,"Rivers-Frison v. Southeast Mo. Community Treatment Ctr.","Henley, Jesse Smith","employment","8",1998
1,3,6,1,48,"Deneen v. Northwest Airlines","Fagg, George B.","employment","8",1998
1,2,2,0,44,"Lawrence v. Cooper Communities","Arnold, Richard S.","employment","8",1998
1,NA,NA,0,55,"Schlueter v. Anheuser-Busch, Inc.","Gibson, Floyd","employment","8",1998
1,NA,2,1,53,"Hathaway v. Runyon","Hansen, David R.","employment","8",1997
0,5,5,0,40,"Herr v. Airborne Freight Corp.","Lay, Donald","employment","8",1997
0,NA,NA,0,55,"Jenson v. Eveleth Taconite Co.","Gibson, Floyd","employment","8",1997
1,5,5,0,40,"Manning v. Metropolitan Life Ins. Co.","Lay, Donald","employment","8",1997
0,4,5,1,49,"Hill v. St. Louis Univ.","Ross, Donald Roe","employment","8",1997
0,3,3,1,58,"Jetton v. McDonnell Douglas Corp.","Henley, Jesse Smith","employment","8",1997
0,1,2,0,48,"Summit v. S-B Power Tool","Heaney, Gerald","employment","8",1997
0,3,4,1,64,"Kobrin v. University of Minnesota","Gibson, John R.","employment","8",1997
1,NA,NA,0,55,"Stein v. State Farm Fire & Cas. Co.","Gibson, Floyd","employment","8",1997
0,NA,NA,0,55,"Gartman v. Gencorp, Inc.","Gibson, Floyd","employment","8",1997
1,2,2,1,50,"Harris v. Secretary, United States Dep't of the Army","Loken, James B.","employment","8",1997
0,0,1,1,59,"Piantanida v. Wyman Ctr.","Magill, Frank J.","employment","8",1997
1,0,2,0,NA,"Dodd v. Runyon","Murphy, Diana E.","employment","8",1997
0,1,2,0,48,"Hanenburg v. Principal Mut. Life Ins. Co.","Heaney, Gerald","employment","8",1997
0,1,2,0,48,"Kunferman v. Ford Motor Co.","Heaney, Gerald","employment","8",1997
0,0,1,1,59,"Ward v. Procter & Gamble Paper Prods. Co.","Magill, Frank J.","employment","8",1997
0,1,2,0,48,"Zirpel v. Toshiba Am. Info. Sys.","Heaney, Gerald","employment","8",1997
1,0,0,1,51,"Crawford v. Davis","Arnold, Morris S.","employment","8",1997
0,0,3,1,51,"Faulkner v. Ensz","Wollman, Roger L.","employment","8",1997
0,0,0,1,51,"Feltmann v. Sieben","Arnold, Morris S.","employment","8",1997
0,1,2,0,48,"Brandt v. Shop 'n Save Warehouse Foods","Heaney, Gerald","employment","8",1997
0,0,5,1,57,"Lang v. Star Herald","Beam, Clarence A.","employment","8",1997
1,1,2,0,48,"Kimzey v. Wal-Mart Stores","Heaney, Gerald","employment","8",1997
0,1,2,0,49,"Caviness v. Nucor-Yamato Steel Co.","Bright, Myron","employment","8",1997
1,0,3,1,51,"Musso v. University of Minnesota","Wollman, Roger L.","employment","8",1997
0,1,2,0,48,"Keevan v. Smith","Heaney, Gerald","employment","8",1996
0,1,2,0,48,"Devine v. Stone, Leyton & Gershman, P.C.","Heaney, Gerald","employment","8",1996
0,2,2,0,59,"Johnson v. Baptist Medical Ctr.","McMillian, Theodore","employment","8",1996
0,3,3,1,58,"Stevens v. St. Louis Univ. Medical Ctr.","Henley, Jesse Smith","employment","8",1996
0,5,5,0,40,"Adam-Mellang v. Apartment Search","Lay, Donald","employment","8",1996
0,3,3,1,58,"Krauel v. Iowa Methodist Medical Ctr.","Henley, Jesse Smith","pregnancy","8",1996
0,1,2,0,48,"Karcher v. Emerson Elec. Co.","Heaney, Gerald","employment","8",1996
1,NA,2,1,53,"Kinman v. Omaha Pub. Sch. Dist.","Hansen, David R.","employment","8",1996
1,0,2,0,NA,"Quick v. Donaldson Co.","Murphy, Diana E.","employment","8",1996
1,3,6,1,48,"Brine v. Univ. of Iowa","Fagg, George B.","employment","8",1996
1,2,2,1,50,"Mercer v. City of Cedar Rapids","Loken, James B.","employment","8",2002
1,0,5,1,57,"Warren v. Prejean","Beam, Clarence A.","employment","8",2002
0,2,3,1,50,"Genosky v. Minnesota","Bowman, Pasco M.","employment","8",2001
0,NA,2,1,53,"Cox v. Dubuque Bank & Trust Co.","Hansen, David R.","employment","8",1998
1,0,0,1,51,"Crawford v. Davis","Arnold, Morris S.","Title IX","8",1997
0,0,5,1,57,"Lang v. Star Herald","Beam, Clarence A.","pregnancy","8",1997
1,0,1,1,59,"Klinger v. Department of Corrections","Magill, Frank J.","Title IX","8",1997
1,3,6,1,48,"Vaughn v. Ruoff","Fagg, George B.","abortion","8",2001
1,3,4,1,64,"Thorburn v. Austin","Gibson, John R.","abortion","8",2000
0,1,2,0,48,"Tarsney v. O'Keefe","Heaney, Gerald","abortion","8",2000
1,1,2,0,49,"Veneklase v. City of Fargo","Bright, Myron","abortion","8",1999
1,1,2,0,48,"Planned Parenthood of Greater Iowa, Inc. v. Atchison","Heaney, Gerald","abortion","8",1997
1,1,2,0,48,"Bergstrom-Ek v. Best Oil Co.","Heaney, Gerald","pregnancy","8",1998
1,3,6,1,48,"Deneen v. Northwest Airlines","Fagg, George B.","pregnancy","8",1998
0,0,1,1,59,"Piantanida v. Wyman Ctr.","Magill, Frank J.","pregnancy","8",1997
0,4,8,1,49,"Lansdale v. Hi-Health Supermart Corp.","O'Scannlain, Diaruid F.","employment","9",2002
NA,NA,NA,NA,NA,"Costa v. Desert Palace","","employment","9",2002
1,2,2,1,49,"Ferguson v. Countrywide Credit Indus.","Trott, Stephen S.","employment","9",2002
0,NA,2,1,54,"Pool v. Vanrheen","Nelson, Thomas G.","employment","9",2002
1,0,2,0,NA,"Hemmings v. Tidyman's Inc.","Thomas, Sidney","employment","9",2002
0,4,8,1,49,"Villiarimo v. Aloha Island Air, Inc.","O'Scannlain, Diaruid F.","employment","9",2002
0,0,2,0,NA,"Amantea-Cabrera v. Potter","Hawkins, Michael Daly","employment","9",2002
0,4,8,1,49,"Doi v. Halekulani Corp.","O'Scannlain, Diaruid F.","employment","9",2002
1,1,3,0,49,"B.K.B. v. Maui Police Dep't","Canby, William C.","employment","9",2002
1,0,2,0,NA,"Winarto v. Toshiba Am. Elecs. Components, Inc.","Thomas, Sidney","employment","9",2001
0,NA,NA,1,52,"Swenson v. Potter","Fernandez, Ferdinand F.","employment","9",2001
1,0,2,0,NA,"Little v. Windermere Relocation, Inc.","Thomas, Sidney","employment","9",2001
1,0,0,0,NA,"Nichols v. Azteca Rest. Enters.","Wardlaw, Kim","employment","9",2001
0,1,4,1,58,"Sommatino v. United States","Leavy, Edward","employment","9",2001
0,0,3,1,35,"Kohler v. Inter-Tel Techs.","Kozinski, Alex","employment","9",2001
1,1,2,0,51,"Rene v. MGM Grand Hotel, Inc.","Nelson, Dorothy Wright","employment","9",2001
0,0,3,1,35,"Brooks v. City of San Mateo","Kozinski, Alex","employment","9",2000
1,1,2,0,51,"EEOC v. Dinuba Med. Clinic","Nelson, Dorothy Wright","employment","9",2000
0,1,3,1,46,"Fielder v. UAL Corp.","Kleinfeld, Andrew J.","employment","9",2000
1,1,2,0,NA,"Kortan v. California Youth Auth.","Fisher, Raymond","employment","9",2000
1,0,0,0,43,"Frank v. United Airlines, Inc.","Fletcher, William","employment","9",2000
0,0,3,1,35,"Brooks v. City of San Mateo","Kozinski, Alex","employment","9",2000
1,1,3,0,49,"Passantino v. Johnson & Johnson Consumer Prods.","Reinhardt, Stephen R.","employment","9",2000
0,0,0,1,55,"Marchisheck v. San Mateo County","Hall, Cynthia H.","employment","9",1999
0,1,3,1,56,"Audette v. International Longshoremen's & Warehousemen's Union, Local 24","Beezer, Robert R.","employment","9",1999
1,NA,NA,1,52,"Norris v. Sysco Corp.","Fernandez, Ferdinand F.","employment","9",1999
1,1,3,0,49,"Gotthardt v. AMTRAK","Reinhardt, Stephen R.","employment","9",1999
1,0,2,0,NA,"Laquaglia v. Rio Hotel & Casino, Inc.","Thomas, Sidney","employment","9",1999
NA,NA,NA,NA,NA,"Balint v. Carson City","","employment","9",1999
NA,NA,NA,NA,NA,"Lambert v. Ackerley","","employment","9",1999
1,1,2,0,56,"Stanley v. University of S. California","Pregerson, Harry","employment","9",1999
0,1,3,0,62,"Adcock v. Chrysler Corp.","Tashima, Atsushi","employment","9",1999
1,0,2,1,57,"Lam v. University of Hawaii","Wiggins, Charles E.","employment","9",1998
0,1,3,0,62,"Craft v. Campbell Soup Co.","Tashima, Atsushi","employment","9",1998
1,1,3,0,62,"Donnelly v. Glickman","Tashima, Atsushi","employment","9",1998
1,1,3,0,62,"EEOC v. Wal-Mart Stores","Tashima, Atsushi","employment","9",1998
1,2,4,0,56,"Godwin v. Hunt Wesson, Inc.","Fletcher, Betty B.","employment","9",1998
1,1,3,0,49,"Draper v. Coeur Rochester","Reinhardt, Stephen R.","employment","9",1998
1,1,3,0,49,"Duffield v. Robertson Stephens & Co.","Reinhardt, Stephen R.","employment","9",1998
1,2,2,0,39,"Oona by Kate S. v. McCaffrey","Schroeder, Mary Murphy","employment","9",1998
1,0,0,1,55,"Aloha Islandair, Inc. v. Tseu","Hall, Cynthia H.","employment","9",1997
1,2,5,1,48,"Cordova v. State Farm Ins. Cos.","Goodwin, Alfred T.","employment","9",1997
0,1,3,1,56,"Rendish v. City of Tacoma","Beezer, Robert R.","employment","9",1997
1,1,3,0,49,"Hashimoto v. Dalton","Canby, William C.","employment","9",1997
1,0,0,1,48,"Easton v. Crossland Mortg. Corp.","Rymer, Pamela A.","employment","9",1997
1,0,0,1,48,"Renteria v. Prudential Ins. Co. of Am.","Rymer, Pamela A.","employment","9",1997
1,0,2,1,57,"Yamaguchi v. United States Dep't of the Air Force","Wiggins, Charles E.","employment","9",1997
1,2,2,0,39,"Gutowsky v. County of Placer","Schroeder, Mary Murphy","employment","9",1997
0,2,2,1,49,"Bradley v. Harcourt, Brace & Co.","Trott, Stephen S.","employment","9",1996
1,1,3,0,49,"Eldredge v. Carpenters 46 N. Cal. Counties Joint Apprenticeship & Training Comm.","Reinhardt, Stephen R.","employment","9",1996
1,NA,2,1,54,"Holden v. Canadian Consulate","Nelson, Thomas G.","employment","9",1996
1,2,2,0,39,"Oona by Kate S. v. McCaffrey","Schroeder, Mary Murphy","Title IX","9",1998
1,2,4,0,59,"Planned Parenthood of S. Ariz. v. Lawall","Ferguson, Warren J.","abortion","9",2002
1,0,0,1,55,"Santana v. Zilog, Inc.","Hall, Cynthia H.","abortion","9",1996
1,NA,2,1,54,"Norman-Bloodsaw v. Lawrence Berkeley Lab.","Nelson, Thomas G.","pregnancy","9",1998
0,1,2,0,45,"Wilkes v. Wyo. Dep't of Empl. Div. of Labor Stds.","Holloway, William","employment","10",2002
0,NA,NA,NA,NA,"Davey v. Lockheed Martin Corp.","Garth","employment","10",2002
1,1,3,0,49,"Ferroni v. Teamsters, Chauffeurs & Warehousemen Local No. 222","Aldisert, Ruggero","employment","10",2002
1,5,9,0,49,"Sizova v. Nat'l Inst. of Stds. & Tech.","McKay, Monroe G.","employment","10",2002
0,1,1,1,53,"Aquilino v. Univ. of Kan.","Anderson, Stephen H.","employment","10",2001
1,NA,NA,NA,NA,"Harrison v. Eddy Potash, Inc.","Gibson","employment","10",2001
1,0,0,0,48,"Walker v. UPS","Briscoe, Mary","employment","10",2001
1,1,1,0,55,"Mallinson-Montague v. Pocrnick","Lucero, Carlos","employment","10",2000
0,0,1,1,54,"Clinger v. New Mexico Highlands Univ.","McWilliams, Robert H.","employment","10",2000
1,1,3,1,49,"Knowlton v. Teltrust Phones, Inc.","Barrett, James E.","employment","10",1999
1,1,3,1,49,"Bullington v. United Air Lines, Inc.","Barrett, James E.","employment","10",1999
0,2,4,1,39,"Robbins v. Jefferson County Sch. Dist.","Tacha, Deanell R.","employment","10",1999
0,1,3,1,49,"Whitehead v. Oklahoma Gas & Elec. Co.","Barrett, James E.","pregnancy","10",1999
1,5,9,0,49,"O'Shea v. Yellow Tech. Servs.","McKay, Monroe G.","employment","10",1999
0,0,1,0,NA,"Brillhart v. Philips Elecs. N. Am. Corp.","Henry, Robert Harlan","employment","10",1999
1,5,9,0,49,"Atchley v. Nordam Group, Inc","McKay, Monroe G.","pregnancy","10",1999
1,5,9,0,49,"McCue v. Kansas Department of Human Resources","McKay, Monroe G.","employment","10",1999
1,1,3,1,NA,"Lockard v. Pizza Hut","Porfilio, John","employment","10",1998
1,1,2,0,48,"Farley v. United States","Murphy, Michael","employment","10",1998
1,1,1,0,55,"Gold v. Local 7 United Food & Commer. Workers Union","Lucero, Carlos","employment","10",1998
1,0,1,1,54,"Gudenkauf v. Stauffer Communs.","McWilliams, Robert H.","employment","10",1998
0,5,9,0,49,"Penry v. Federal Home Loan Bank","McKay, Monroe G.","employment","10",1998
1,1,2,0,45,"Gunnell v. Utah Valley State College","Holloway, William","employment","10",1998
1,1,1,1,53,"Jeffries v. Dep't of Soc. & Rehab. Servs.","Anderson, Stephen H.","employment","10",1998
1,1,1,0,55,"Beaird v. Seagate Tech.","Lucero, Carlos","employment","10",1998
0,1,3,1,49,"Zinn v. McKune","Barrett, James E.","employment","10",1998
1,1,3,1,49,"Smith v. Norwest Fin. Acceptance","Barrett, James E.","employment","10",1997
0,1,2,0,45,"Sprague v. Thorn Ams.","Holloway, William","employment","10",1997
0,0,1,0,NA,"Taken v. Oklahoma Corp. Comm'n","Henry, Robert Harlan","employment","10",1997
1,0,1,1,54,"Harrison v. Eddy Potash, Inc.","McWilliams, Robert H.","employment","10",1997
0,2,4,1,48,"Seymore v. Shawver & Sons","Ebel, David M.","employment","10",1997
1,0,2,1,54,"Coleman v. B-G Maint. Mgmt.","Brorby, Wade","employment","10",1997
0,2,4,1,39,"McKenzie v. Renberg's Inc.","Tacha, Deanell R.","employment","10",1996
0,2,4,1,39,"York v. AT&T","Tacha, Deanell R.","employment","10",1996
0,2,4,1,39,"Jones v. Runyon","Tacha, Deanell R.","employment","10",1996
1,0,0,0,48,"Lowe v. Angelo's Italian Foods","Briscoe, Mary","employment","10",1996
1,1,1,1,53,"Murrell v. School Dist. No. 1","Anderson, Stephen H.","Title IX","10",1999
0,1,3,1,NA,"Jane L. v. Bangerter","Porfilio, John","abortion","10",1996
1,1,2,0,45,"EEOC v. Horizon/CMS Healthcare Corp.","Holloway, William","pregnancy","10",2000
1,5,9,0,49,"Atchley v. Nordam Group, Inc","McKay, Monroe G.","pregnancy","10",1999
0,0,2,1,47,"Holmes v. W. Palm Beach Hous. Auth.","Fay, Peter T.","employment","11",2002
0,2,2,0,NA,"Dixon v. Burke County","Wilson, Charles","employment","11",2002
0,2,2,0,NA,"Williams v. Motorola, Inc.","Wilson, Charles","employment","11",2002
1,1,2,1,53,"EEOC v. Joe's Stone Crabs, Inc.","Cox, Emmett R.","employment","11",2002
0,1,2,1,53,"Walker v. Prudential Prop. & Cas. Ins. Co.","Cox, Emmett R.","employment","11",2002
0,NA,1,1,42,"Rojas v. Florida","Carnes, Edward E.","employment","11",2002
0,1,2,1,53,"Cofield v. Goldkist, Inc.","Cox, Emmett R.","employment","11",2001
0,0,0,1,49,"Pipkins v. City of Temple Terrace","Black, Susan H.","employment","11",2001
1,2,2,0,NA,"Lipphardt v. Durango Steakhouse of Brandon, Inc.","Wilson, Charles","employment","11",2001
0,1,3,1,49,"Pijnenburg v. W. Ga. Health Sys.","Roney, Paul H.","employment","11",2001
1,1,3,1,43,"Perez v. Globe Airport Sec. Servs.","Dubina, Joel F.","employment","11",2001
1,0,2,1,NA,"Roe v. Aware Woman Ctr. for Choice","Hill, James C.","abortion","11",2001
1,1,2,1,53,"Harrington v. Cleburne County Bd. of Educ.","Cox, Emmett R.","employment","11",2001
1,0,0,0,NA,"Bonner v. Mobile Energy Servs. Co. L.L.C.","Barkett, Rosemary","employment","11",2001
0,0,0,0,NA,"Vason v. City of Montgomery","Barkett, Rosemary","employment","11",2001
1,0,2,1,47,"Durley v. APAC, Inc.","Fay, Peter T.","employment","11",2000
0,2,2,0,NA,"Johnson v. Booker T. Washington Broad. Serv.","Wilson, Charles","employment","11",2000
0,0,0,1,49,"Davis ex rel. Doe v. Dekalb County Sch. Dist.","Black, Susan H.","Title IX","11",2000
1,1,2,1,NA,"Stewart v. Booker T. Washington Ins.","Marcus, Stanley","employment","11",2000
0,1,2,1,NA,"Santini v. Cleveland Clinic Fla.","Marcus, Stanley","employment","11",2000
1,1,3,1,43,"Hinson v. Clinch County Bd. of Educ.","Dubina, Joel F.","employment","11",2000
0,1,1,1,45,"Succar v. Dade County Sch. Bd.","Birch, Stanley F., Jr.","employment","11",2000
0,1,2,1,NA,"Lee v. GTE Fla., Inc.","Marcus, Stanley","employment","11",2000
1,1,2,0,NA,"EEOC v. Joe's Stone Crab, Inc.","Hull,  Frank","employment","11",2000
1,1,2,1,NA,"United States EEOC v. W&O Inc.","Marcus, Stanley","employment","11",2000
0,NA,1,1,42,"Gupta v. Florida Bd. of Regents","Carnes, Edward E.","employment","11",2000
0,2,2,0,NA,"Armindo v. Padlocker, Inc.","Wilson, Charles","pregnancy","11",2000
1,0,0,0,NA,"Hundertmark v. Florida DOT","Barkett, Rosemary","employment","11",2000
0,0,0,0,59,"O'Connor v. PCA Family Health Plan, Inc.","Kravitch, Phyllis A.","employment","11",2000
0,2,2,0,NA,"Spivey v. Beverly Enters.","Wilson, Charles","pregnancy","11",1999
0,NA,NA,NA,NA,"Mendoza v. Borden, Inc.","","employment","11",1999
1,1,3,1,49,"Garrett v. University of Ala. Bd. of Trustees","Roney, Paul H.","employment","11",1999
0,0,2,1,47,"Stimpson v. City of Tuscaloosa","Fay, Peter T.","employment","11",1999
1,0,0,0,NA,"Scarfo v. Ginsberg","Barkett, Rosemary","employment","11",1999
1,1,2,1,NA,"Taylor v. Runyon","Marcus, Stanley","employment","11",1999
1,1,1,1,45,"Lathem v. Department of Children & Youth Servs.","Birch, Stanley F., Jr.","employment","11",1999
1,1,3,1,43,"Weaver v. Florida Power & Light Co.","Dubina, Joel F.","employment","11",1999
0,0,0,1,49,"Maniccia v. Brown","Black, Susan H.","employment","11",1999
NA,NA,NA,NA,NA,"Lyes v. City of Riviera Beach","","employment","11",1999
0,0,0,0,NA,"Coates v. Sundor Brands, Inc.","Barkett, Rosemary","employment","11",1999
0,2,2,1,39,"Llampallas v. Mini-Circuits, Inc.","Edmondson, James L.","employment","11",1998
1,0,0,0,59,"Crawford v. Babbitt","Kravitch, Phyllis A.","employment","11",1998
1,1,1,1,45,"Arrington v. Cobb County","Birch, Stanley F., Jr.","employment","11",1998
0,1,3,1,43,"Mencer v. Hammonds","Dubina, Joel F.","employment","11",1998
1,1,2,1,46,"Paladino v. Avnet Computer Techs.","Tjoflat, Gerald B.","employment","11",1998
1,0,2,1,47,"Braddy v. Florida Dep't of Labor & Empl. Sec.","Fay, Peter T.","employment","11",1998
0,0,0,1,49,"Burrell v. Board of Trustees","Black, Susan H.","employment","11",1997
1,NA,1,1,42,"Carter v. Decisionone Corp.","Carnes, Edward E.","employment","11",1997
0,0,0,1,49,"Mays v. United States Postal Serv.","Black, Susan H.","employment","11",1997
1,1,2,0,59,"Merritt v. Dillard Paper Co.","Henderson, Albert J.","employment","11",1997
0,1,1,1,45,"Raney v. Vinson Guard Serv.","Birch, Stanley F., Jr.","employment","11",1997
0,1,2,1,53,"Fleming v. Boeing Co.","Cox, Emmett R.","employment","11",1997
NA,NA,NA,NA,NA,"Davis v. Monroe County Bd. of Educ.","","Title IX","11",1997
0,0,2,1,NA,"Farley v. American Cast Iron Pipe Co.","Hill, James C.","employment","11",1997
0,NA,NA,NA,NA,"Shahar v. Bowers","","employment","11",1997
NA,NA,NA,NA,NA,"Faragher v. City of Boca Raton","","employment","11",1997
0,1,1,1,45,"Watkins v. Bowden","Birch, Stanley F., Jr.","employment","11",1997
1,0,2,1,47,"Pritchard v. Southern Co. Servs.","Fay, Peter T.","employment","11",1996
0,2,2,0,NA,"Armindo v. Padlocker, Inc.","Wilson, Charles","pregnancy","11",2000
1,0,2,1,NA,"Roe v. Aware Woman Ctr. for Choice","Hill, James C.","abortion","11",2001
0,3,4,0,NA,"McKenzie v. Principi","Tatel, David Stephen","employment","DC",2002
0,2,2,0,NA,"Yarber-Butler v. Billington","Garland, Merrick","employment","DC",2002
0,1,3,0,57,"Swallow v. Fetzer Vineyards","Bownes, Hugh","employment","1",2002
0,2,3,1,45,"Ramos-Pena v. New P.R. Marine Mgmt.","Campbell, Levin H.","employment","1",2001
0,NA,2,1,61,"Isles v. Whc Jr./Coc","Stahl, Norman H.","employment","1",1996
0,1,3,0,47,"Beiter v. Runyon","Newman, Jon O.","employment","2",2002
0,0,4,0,NA,"Glaser v. Fulton-Montgomery Cmty. College","Straub,  Chester","employment","2",2002
0,0,4,1,51,"Montesano v. Principi","Miner, Roger J.","employment","2",2002
0,NA,NA,NA,NA,"Vincini v. Am. Bldg. Maint. Co.","Jacobs, Dennis","employment","2",2002
0,0,0,0,NA,"Flaherty v. Metromail Corp.","Sack, Robert","employment","2",2002
0,1,1,0,NA,"Muscoreil v. Sears, Roebuck & Co.","Leval, Pierre Nelson","employment","2",2002
1,2,4,0,NA,"Boyd v. Thalmann","Cabranes, Jose Alberto","employment","2",2002
1,1,1,0,NA,"Lee v. Am. Int'l Group, Inc.","Leval, Pierre Nelson","employment","2",2002
1,2,3,0,NA,"Fitzgerald v. Ford, Marrin, Esposito, Witmeyer & Gleser","Calabresi, Guido","employment","2",2002
0,0,0,0,NA,"Owens v. Elmhurst Hosp. Ctr.","Sack, Robert","employment","2",2001
0,0,0,0,NA,"Newsome v. Berman","Katzmann, Robert","employment","2",2001
0,2,3,0,NA,"Smith v. State Univ. of N.Y.","Calabresi, Guido","employment","2",2001
0,0,0,0,NA,"Van Alstyne v. Ackerley Group","Sack, Robert","employment","2",2001
0,NA,NA,NA,NA,"O'Connor v. Pan Am Corp.","Straub, Chester","employment","2",2001
0,2,3,0,NA,"Jordan v. Bates USA","Calabresi, Guido","employment","2",2001
0,1,3,0,47,"Renz v. Grey Adver.","Newman, Jon O.","employment","2",1997
0,1,1,1,49,"Cosgrove v. Sears, Roebuck & Co.","Walker, John M., Jr.","employment","2",1996
1,3,3,0,NA,"Gavura v. Pa. State House of Representatives","Fuentes, Julio","employment","3",2002
0,NA,NA,0,NA,"Delaski v. Merrill Lynch, Pierce, Fenner & Smith, Inc.","Ambro, Thomas","employment","3",2002
0,NA,NA,0,NA,"Easter v. Grassi","Ambro, Thomas","employment","3",2002
0,3,3,0,NA,"Young v. Pennsauken Twp. Sch. Dist.","Fuentes, Julio","employment","3",2002
0,0,0,1,47,"Hubbard v. Ashcroft","Scirica, Anthony J.","employment","3",2002
0,3,3,0,NA,"Lamb-Bowman v. Del. State Univ.","Fuentes, Julio","employment","3",2002
0,0,1,0,NA,"Jackson v. Chubb Corp.","Barry, Maryanne","employment","3",2002
0,NA,NA,0,NA,"Easter v. Grassi","Ambro, Thomas","employment","3",2002
0,1,2,0,NA,"Flateau v. S.C. Comm'n for the Blind","Motz, Diana Gribbon","employment","4",2002
1,2,4,1,41,"Nye v. Roberts","Williams, Karen J.","employment","4",2002
0,2,4,1,41,"Cecala v. NationsBank Corp.","Williams, Karen J.","employment","4",2002
0,2,4,1,41,"Silvey v. Chao","Williams, Karen J.","employment","4",2002
0,1,2,1,37,"Purdham v. Strategic Techs., Inc.","Luttig, J. Michael","pregnancy","4",2002
1,1,1,0,NA,"Landoll v. Bd. of Supervisors of Pittsylvania County","Michael, M. Blane","employment","4",2002
0,2,3,1,44,"Sloan v. Winn-Dixie Raleigh, Inc.","Wilkins, William W.","employment","4",2002
1,0,2,0,NA,"Golson v. Green Tree Fin. Servicing Corp.","Traxler, William","pregnancy","4",2002
1,1,1,0,NA,"Wagner v. Dillard Dep't Stores, Inc.","Michael, M. Blane","employment","4",2001
0,3,3,0,NA,"Van Slyke v. Northrop Grumman Corp.","Gregory, Roger","employment","4",2001
0,1,2,0,NA,"Cleary v. Nationwide Mut. Ins. Co.","Motz, Diana Gribbon","employment","4",2001
0,1,2,1,37,"Cleaver-Bascombe v. Daley","Luttig, J. Michael","employment","4",2001
0,1,1,0,NA,"Becker v. Gannett Satellite Info. Network, Inc.","Michael, M. Blane","employment","4",2001
0,1,2,1,37,"Ali v. Alamo Rent-A-Car, Inc.","Luttig, J. Michael","employment","4",2001
0,1,1,0,NA,"Morris v. Waste Mgmt. of Va., Inc.","Michael, M. Blane","employment","4",2001
0,2,4,1,41,"Velten v. Brown","Williams, Karen J.","employment","4",1998
0,1,2,1,37,"Purdham v. Strategic Techs., Inc.","Luttig, J. Michael","pregnancy","4",2002
1,1,1,0,NA,"Wagner v. Dillard Dep't Stores, Inc.","Michael, M. Blane","pregnancy","4",2001
0,1,2,1,60,"Blunt v. McKinstry","Coffey, John L.","employment","7",2002
0,1,2,1,60,"Hall v. City of Chi.","Coffey, John L.","employment","7",2002
0,2,2,1,49,"Beniushis v. Barnhart","Bauer, William J.","employment","7",2002
0,2,2,1,49,"Marinich v. Peoples Gas Light & Coke Co.","Kanne, Michael S.","employment","7",2002
0,2,2,1,49,"Verwey v. Illinois College of Optometry","Kanne, Michael S.","employment","7",2002
0,3,3,1,42,"Campana v. City of Greenfield","Ripple, Kenneth F.","employment","7",2002
0,2,3,0,45,"Teymer v. Kraft Foods N. Am., Inc.","Wood, Diane","employment","7",2002
0,2,3,0,45,"McKenzie v. Ill. DOT","Wood, Diane","employment","7",2002
0,2,3,0,55,"Francisco v. Principi","Evans, Terence","employment","7",2002
0,1,1,1,56,"Villarruel v. Gary Cmty. Sch. Corp.","Wood, Harlington, Jr.","employment","7",2002
0,2,3,0,55,"Liner v. Dontron, Inc.","Evans, Terence","employment","7",2001
0,0,0,1,37,"Pennington v. Polygram Group Distribution","Easterbrook, Frank H.","employment","7",2001
0,3,6,1,48,"Weaver v. United States Postal Serv.","Fagg, George B.","employment","8",2002
0,3,6,1,48,"Page v. Ark. Dep't of Corr.","Fagg, George B.","employment","8",2002
1,2,2,0,44,"Nichols v. Plum Creek Motors Inc.","Arnold, Richard S.","employment","8",2002
0,1,2,0,48,"Dains v. Curators of the Univ. of Mo.","Heaney, Gerald","employment","8",2002
0,0,5,1,57,"Gardner v. Principi","Beam, Clarence A.","employment","8",2001
